file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\patrones-master\04.1_Builder\src\main\java\com\sidlors\builder2\PersonaBuilder.java,com.sidlors.builder2.PersonaBuilder,setEdad/1[int],false,33,2,3,1,2,1,2,5,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\patrones-master\04.1_Builder\src\main\java\com\sidlors\builder2\PersonaBuilder.java,com.sidlors.builder2.PersonaBuilder,setApellido/1[java.lang.String],false,27,2,3,1,2,1,2,5,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\patrones-master\04.1_Builder\src\main\java\com\sidlors\builder2\PersonaBuilder.java,com.sidlors.builder2.PersonaBuilder,setNacionalidad/1[java.lang.String],false,45,2,3,1,2,1,2,5,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\patrones-master\16_Estrategia\src\main\java\mx\com\sidlors\patrones\strategy\contexto\AvionComercial.java,mx.com.sidlors.patrones.strategy.contexto.AvionComercial,AvionComercial/0,true,4,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
C:\patrones-master\15_Estado\src\main\java\com\sidlors\patterns\state\Alarma.java,com.sidlors.patterns.state.Alarma,setEstado/1[com.sidlors.patterns.state.Estado],false,5,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\patrones-master\15_Estado\src\main\java\com\sidlors\patterns\state\Alarma.java,com.sidlors.patterns.state.Alarma,ejecutarAccion/0,false,9,1,2,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
C:\patrones-master\06_Prototype\src\main\java\com\sidlors\patterns\prototype\PruebaFiguras.java,com.sidlors.patterns.prototype.PruebaFiguras,main/1[java.lang.String[]],false,4,3,16,0,16,2,17,42,0,7,1,17,0,0,0,1,0,0,17,5,8,5,1,0,0,0,26,9,0,false
C:\patrones-master\12_Decorador\src\main\java\mx\com\sidlors\patrones\decorator\Queso.java,mx.com.sidlors.patrones.decorator.Queso,Queso/1[mx.com.sidlors.patrones.decorator.Hamburguesa],true,6,1,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\patrones-master\12_Decorador\src\main\java\mx\com\sidlors\patrones\decorator\Queso.java,mx.com.sidlors.patrones.decorator.Queso,getDescripcion/0,false,11,1,1,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,false
C:\patrones-master\07.1_Proxy\src\main\java\mx\sidlors\pattern\proxy\model\Video.java,mx.sidlors.pattern.proxy.model.Video,"Video/2[java.lang.String,java.lang.String]",true,9,0,2,2,0,1,0,5,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,1,0,false
C:\patrones-master\16_Estrategia\src\main\java\mx\com\sidlors\patrones\strategy\estrategias\Algoritmo.java,mx.com.sidlors.patrones.strategy.estrategias.Algoritmo,moverse/0,false,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
C:\patrones-master\16_Estrategia\src\main\java\mx\com\sidlors\patrones\strategy\estrategias\EnAire.java,mx.com.sidlors.patrones.strategy.estrategias.EnAire,moverse/0,false,6,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,false
C:\patrones-master\05.1_FactoryMethod\src\main\java\mx\com\sidors\method\factory\modelo\LCD.java,mx.com.sidors.method.factory.modelo.LCD,"LCD/3[java.lang.String,java.lang.String,java.lang.String]",true,5,0,1,1,0,1,3,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
